	Description	Biological_process	Subcellular_location	TCGA-MR-A8JO	TCGA-NI-A8LF	TCGA-RC-A6M6	TCGA-RC-A7S9	TCGA-RC-A7SH	TCGA-RC-A7SK	TCGA-UB-A7MB	TCGA-UB-A7MC	TCGA-UB-A7MD	TCGA-WQ-A9G7	TCGA-WX-AA44	TCGA-XR-A8TD	TCGA-YA-A8S7	TCGA-DD-AA3A	TCGA-DD-AACD	TCGA-DD-AACG	TCGA-DD-AACZ	TCGA-DD-AAD1	TCGA-DD-AADB	TCGA-DD-AADD	TCGA-DD-AADF	TCGA-DD-AADL	TCGA-DD-AADN	TCGA-DD-AAE0	TCGA-DD-AAEE	TCGA-2Y-A9GV	TCGA-2Y-A9H0	TCGA-2Y-A9H3	TCGA-3K-AAZ8	TCGA-5C-AAPD	TCGA-BC-A10S	TCGA-BC-A10T	TCGA-BC-A110	TCGA-BC-A69I	TCGA-CC-5260	TCGA-CC-5262	TCGA-CC-5263	TCGA-CC-A123	TCGA-CC-A3MB	TCGA-CC-A7IF	TCGA-CC-A7IH	TCGA-CC-A7IL	TCGA-CC-A8HS	TCGA-DD-A1ED	TCGA-DD-A3A2	TCGA-DD-A4NL	TCGA-DD-A4NO	TCGA-DD-A4NV	TCGA-DD-A73C	TCGA-DD-A73D
GCLC	Glutamate--cysteine ligase catalytic subunit	aging; cell redox homeostasis; cellular response to fibroblast growth factor stimulus; cellular response to follicle-stimulating hormone stimulus; cellular response to glucose stimulus; cellular response to hepatocyte growth factor stimulus; cellular response to insulin stimulus; cellular response to mechanical stimulus; cellular response to thyroxine stimulus; cysteine metabolic process; glutamate metabolic process; glutathione biosynthetic process; L-ascorbic acid metabolic process; negative regulation of apoptotic process; negative regulation of extrinsic apoptotic signaling pathway; negative regulation of hepatic stellate cell activation; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway; negative regulation of neuron apoptotic process; negative regulation of protein ubiquitination; negative regulation of transcription, DNA-templated; positive regulation of proteasomal ubiquitin-dependent protein catabolic process; regulation of blood vessel diameter; regulation of mitochondrial depolarization; response to activity; response to arsenic-containing substance; response to cadmium ion; response to heat; response to hormone; response to human chorionic gonadotropin; response to interleukin-1; response to nitrosative stress; response to nutrient; response to oxidative stress; response to xenobiotic stimulus	cytosol; glutamate-cysteine ligase complex; mitochondrion	6.020028766	17.37404354	26.38709055	5.829888853	2.663102452	13.81268486	15.234034	29.07388261	9.63095109	5.446755400000001	19.0444406	14.87568928	7.894753995	5.564159213	6.640548732	11.69111606	12.48564081	5.418928244	8.001677479	8.788968677	8.681102335	15.64451992	4.028090262	1.98664349	15.00755616	16.09280534	7.579660415	3.3423181110000004	21.74715821	7.879708022999999	8.468527019	14.22213776	6.586314112999999	8.337054027	6.840378977	9.673091569	16.04991561	5.256318623	14.19865259	9.065353632999999	28.36236525	22.93260464	3.833477002	11.65341942	16.24815512	13.0026821	15.54531032	10.8539993	23.68018945	35.61021449
GCLM	Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)	aging; apoptotic mitochondrial changes; cellular response to fibroblast growth factor stimulus; cellular response to follicle-stimulating hormone stimulus; cellular response to glucose stimulus; cellular response to hepatocyte growth factor stimulus; cellular response to leukemia inhibitory factor; cellular response to thyroxine stimulus; cysteine metabolic process; glutamate metabolic process; glutathione biosynthetic process; hepatic stellate cell activation; negative regulation of extrinsic apoptotic signaling pathway; negative regulation of neuron apoptotic process; positive regulation of glutamate-cysteine ligase activity; regulation of blood vessel diameter; regulation of mitochondrial depolarization; response to activity; response to drug; response to human chorionic gonadotropin; response to nitrosative stress; response to nutrient; response to oxidative stress	cytosol; glutamate-cysteine ligase complex	6.2133634010000005	12.57190324	7.36967675	5.418682233999999	1.882554883	13.71522319	14.10881167	29.33973766	28.74318437	6.400558863	16.3951348	6.847559963999999	20.08676364	13.11897209	1.860839523	4.396668088999999	36.60571494	5.495313137	9.914964883	9.941988958	7.584665706	13.38626303	7.135107283	1.918969091	9.460524222	6.173210527999999	7.046377799999999	2.122809271	8.766473945	5.478947006	7.016934806	13.25077264	9.956105476	4.9004659760000004	8.12492628	15.29647559	9.827301244	2.096393375	14.23697749	5.839457951	9.03969153	17.32135767	8.382406336	6.569577711	3.9086852910000003	5.863548706	17.8340342	6.6929254039999995	6.814503537	14.25334516
GSS	Glutathione synthetase (GSH synthetase) (GSH-S)	aging; cellular amino acid metabolic process; glutathione biosynthetic process; nervous system development; response to amino acid; response to cadmium ion; response to nutrient levels; response to oxidative stress; response to tumor necrosis factor; response to xenobiotic stimulus	cytosol; extracellular exosome	17.46525228	21.23763715	27.98737693	16.60100706	26.64817716	35.40200814	27.8929253	19.1136135	35.05568733	43.16373185	31.79411273	25.8329508	30.52960342	24.099579100000003	17.50858142	23.9468413	53.79317244	30.98050899	31.01960782	45.38352294	25.84198047	33.6028742	48.86770043	43.71193023	25.95548734	17.85580289	25.17082956	15.54030899	27.10775752	45.40615085	32.83246738	17.72467149	19.04851945	25.09501087	35.72737826	27.623274300000002	32.78909824	31.91896937	40.34779788	20.75502464	35.91935541	40.80901442	34.36058428	18.74046033	21.23380882	20.59653735	39.91841842	21.73117369	17.07538279	26.32762802
GSR	Glutathione reductase, mitochondrial (GR) (GRase)	cell redox homeostasis; cellular response to oxidative stress; glutathione metabolic process; nucleobase-containing small molecule interconversion	cytosol; external side of plasma membrane; extracellular exosome; mitochondrial matrix; mitochondrion	9.414047911	10.20763343	28.96304324	12.27612744	28.05164087	20.40378395	15.45095531	39.16894281	36.76201261	42.15978767	44.40277353	26.84797801	48.73168936	55.04344695	6.710891042	10.76916882	31.58234189	24.45808236	21.57379986	24.62130897	15.80666703	34.59667913	21.28122642	14.80210767	10.0023338	17.87007712	45.25225713	5.968150303	6.787875528	31.53124882	11.40352323	9.840187087999999	13.38514289	5.902271902000001	92.61065655	31.47420234	36.78116928	6.396019365	48.95420273	12.01874209	8.269722833	9.314938185	24.81154834	10.59620228	9.280726192000001	13.8645589	19.75066612	8.451026154	6.269244829	12.72093279
GLS	Glutaminase kidney isoform, mitochondrial (GLS) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]	cellular amino acid biosynthetic process; chemical synaptic transmission; glutamate biosynthetic process; glutamate homeostasis; glutamate secretion; glutamine catabolic process; protein homotetramerization; regulation of respiratory gaseous exchange by nervous system process; suckling behavior	cytosol; mitochondrial matrix; mitochondrion	8.640001162999999	1.0911612	3.2008698860000004	5.627253795	5.793602592	8.540835795	4.5715200739999995	1.577838602	3.059506541	12.60560318	10.24093888	3.6488948189999997	10.97389445	27.69170879	0.355268264	1.6406489519999998	3.913296214	9.479071398	5.704567362000001	3.027125269	1.0403709970000001	3.7366918819999997	1.23973607	9.28918294	1.79938857	1.19421488	2.6928559310000004	1.056755296	0.6850788440000001	1.8331958959999999	1.427720945	1.779673151	1.876190328	0.5990126029999999	19.43792827	3.885667137	6.295718742	1.309348377	8.052200993	1.26945946	0.8108094	3.232756123	11.45903087	1.8579663569999998	1.8818211880000002	1.609074823	7.792275537	2.9121837999999998	3.578989284	0.197499984
GGCT	Gamma-glutamylcyclotransferase	glutathione biosynthetic process; release of cytochrome c from mitochondria	cytosol; extracellular exosome	12.45452143	9.92138617	19.24581531	16.44564598	42.66748651	8.254568399	16.55359641	12.64820796	10.51916023	85.56662426	20.42762204	17.33330183	26.77346187	16.55585576	20.49480213	28.08688641	26.78735957	13.72529355	17.07347598	17.79082986	20.53052652	24.47147531	20.38961179	55.95880042	17.93551597	7.9739009439999995	20.70059723	20.37497441	13.95539905	40.32665595	11.50701542	17.40938265	11.79236558	6.262325672999999	19.77914193	15.04216833	18.32812912	16.38108099	16.51000561	15.45571826	11.38992073	13.53394278	21.69501398	4.412984829	15.65023665	5.598204148	11.33342053	15.89080127	7.430251581	13.85691325
GLRX2	Glutaredoxin-2, mitochondrial	aging; apoptotic process; cell differentiation; cell redox homeostasis; cellular response to superoxide; DNA protection; glutathione metabolic process; regulation of signal transduction; regulation of transcription, DNA-templated; response to hydrogen peroxide; response to organic substance; response to redox state; response to temperature stimulus	dendrite; intracellular membrane-bounded organelle; mitochondrial matrix; mitochondrion; neuronal cell body; nucleoplasm; nucleus	8.29729709	4.021853303	5.8979300189999995	16.9664863	5.886311106	4.904237369	13.47514522	9.430561186	14.23020013	11.00330987	11.54012786	13.08137445	9.497291507	11.06619201	11.29174601	6.688002808999999	14.15718473	7.155780265	3.9474210739999998	8.001103322	11.20167604	11.913931199999999	9.407346339	9.911310347999999	8.517819184	3.502658235	8.45811585	5.456499807	9.226266254	12.80911841	5.769437362000001	9.051059691	7.6289921220000005	11.66602379	3.9991417	15.26324203	3.7367097260000004	4.4253982789999995	5.2648470210000005	5.395060624	10.58620914	11.62884979	3.8220541480000003	3.456476477	10.69068967	3.475477503	13.91909856	6.118212357000001	11.52137575	12.4764823
GSTO2	Glutathione S-transferase omega-2 (GSTO-2)	cellular response to arsenic-containing substance; glutathione derivative biosynthetic process; L-ascorbic acid metabolic process; oxidation-reduction process; xenobiotic metabolic process	cytosol; extracellular exosome	0.146162446	0.150210171	1.8435913869999998	0.164929278	3.45181708	1.657554901	0.150685865	0.533169193	0.155774299	0.318157139	0.12190654199999999	0.396548226	0.08096386900000001	0.275989525	0.503415575	0.491374366	0.029191531	0.7753966870000001	0.838860846	1.8382295709999998	0.659049419	0.261183153	0.165234095	3.440260208	0.689824965	0.12304395800000001	0.265553912	0.269162408	0.260995317	0.902680389	0.08697773199999999	0.37290233	0.11946945199999999	0.17451089600000003	0.132410956	0.9595295070000001	0.38453842	1.088707401	0.19802048	2.556294063	0.697452483	3.254424148	4.654938981	0.303623992	0.148190872	0.266759016	0.32183576199999997	0.421170957	0.845862289	1.054781554
GGT5	Glutathione hydrolase 5 proenzyme [Cleaved into: Glutathione hydrolase 5 heavy chain; Glutathione hydrolase 5 light chain]	cellular amino acid metabolic process; fatty acid metabolic process; glutathione biosynthetic process; glutathione catabolic process; inflammatory response; leukotriene D4 biosynthetic process; leukotriene metabolic process; proteolysis; response to estradiol; response to lipopolysaccharide; response to tumor necrosis factor; spermatogenesis	integral component of membrane; intrinsic component of plasma membrane; plasma membrane	9.473706068	2.518158877	1.7794409180000001	0.38335357200000003	2.273434527	1.47701889	0.63140763	0.54968284	3.776085647	4.082506951	4.174235529	11.64629875	9.719634206	2.355615502	2.875390973	0.215930373	0.7107309159999999	26.887962899999994	1.025131287	0.405129826	0.616592124	0.8149859709999999	0.400012332	6.430015313999999	1.7272381030000001	1.310649854	0.5254356960000001	5.2604094	1.900238429	5.535466	6.429906213	11.19876333	23.81998676	6.897163446	15.49002844	7.155084925	1.1664715890000001	2.02521798	1.839682367	3.662942736	1.301694331	0.08815192699999999	1.343257214	2.734256057	1.945709682	4.64335889	3.026467678	9.459889346	1.386157874	0.10906560400000001
GGT1	Glutathione hydrolase 1 proenzyme [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain]	cellular amino acid metabolic process; cysteine biosynthetic process; fatty acid metabolic process; glutamate metabolic process; glutathione biosynthetic process; glutathione catabolic process; leukotriene D4 biosynthetic process; leukotriene metabolic process; peptide modification; proteolysis; regulation of immune system process; regulation of inflammatory response; response to estradiol; response to lipopolysaccharide; response to tumor necrosis factor; spermatogenesis; xenobiotic metabolic process; zymogen activation	extracellular exosome; extracellular space; integral component of membrane; plasma membrane	12.89107578	27.52483456	34.27363658	2.402437624	1.034684455	11.48977135	6.452930312	2.75297781	12.85080201	24.4185259	5.2255806510000005	1.956269885	13.77709189	7.52604809	11.76141567	7.794366953	55.86812836	37.99623183	15.06138651	5.12072181	0.36999353799999996	4.318903593	22.1404973	38.54455447	5.660702014	8.622170284	1.866141424	1.665471345	6.8283082660000005	5.871858835	12.59927358	0.932337058	7.061462385	2.32900995	33.86200287	8.467649721	0.6333995339999999	12.59510072	14.41135256	20.73726093	0.13398559699999998	4.252684365	15.951215300000001	1.262572155	0.14781035	13.10101906	2.75899574	2.4462971430000002	0.22100454600000002	0.13086352
GLRX3	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	[2Fe-2S] cluster assembly; cell redox homeostasis; cellular iron ion homeostasis; negative regulation of cardiac muscle hypertrophy; protein maturation by iron-sulfur cluster transfer; regulation of the force of heart contraction	cell cortex; cytosol; dendrite; nucleus; Z disc	6.920053876	6.291390757	12.03952022	8.388627923	8.757259068	6.654608493	4.733612145	10.08769726	5.978891731	7.897741051000001	6.029516136	4.53561402	12.73661023	18.6855509	5.178866035	8.41823219	11.5208645	6.110409886	11.8437803	8.632856295	7.0000019689999995	5.2869830019999995	5.127904823	11.331562199999999	7.786753121	5.540142175	8.076971946	8.769216469	6.281876756	6.663861442999999	5.214344671	7.322344987999999	5.059813065	4.370585029	5.286639428	6.018817222999999	12.16691987	9.432760251	13.39481967	4.962163401000001	7.225088886	7.384883834	9.415595247999999	3.493818234	5.389656176	3.645700339	6.506038512999999	5.881663212	5.841408459	4.235336567
GGT7	Glutathione hydrolase 7 [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]	glutathione biosynthetic process; glutathione catabolic process; leukotriene D4 biosynthetic process; negative regulation of response to oxidative stress	integral component of membrane; plasma membrane	2.342342156	5.2149739219999995	11.18121342	3.60276519	2.282155018	9.684856792	10.13803119	5.168927331	4.317278457	4.537937867	5.494114154	5.920936918	7.367605005	10.07782823	1.6920534440000001	3.2963871819999997	6.507209454	4.123208787	5.097294579	14.01676765	6.501153865	7.77893172	3.66787178	13.80542412	7.6015416810000005	4.134416161	3.066120053	3.023309388	4.751644635	3.220675977	2.451376514	6.609874093999999	3.36342156	3.090298567	8.233961886	4.401448135	8.390702699	2.437846033	7.335766797000001	5.834344187999999	5.201929296	13.61468773	6.883276727	3.0611554589999996	4.443248473	3.231719942	5.188534251	6.474631041	9.274923902000001	4.249968292
GGT2	Inactive glutathione hydrolase 2 (Gamma-glutamyltransferase 2) (Inactive gamma-glutamyltranspeptidase 2) (GGT 2)	glutathione catabolic process; leukotriene D4 biosynthetic process; peptide modification; regulation of immune system process; regulation of inflammatory response; response to estradiol; response to lipopolysaccharide; response to tumor necrosis factor; spermatogenesis	endoplasmic reticulum; extracellular exosome; perinuclear region of cytoplasm; plasma membrane	0.146297927	0.036183226	0.007598028000000001	0.007053893	0.0	0.008106704000000001	0.0	0.0	0.016958689	0.0	0.013446231999999999	0.0	0.0	0.0	0.0	0.023011591	0.096134377	0.0	0.051579254000000005	0.0	0.020089655	0.0	0.01573998	0.0	0.007338375	0.035163012	0.016489448	0.0	0.007813792	0.010966603	0.074261582	0.0	0.0	0.0	0.012613292	0.008997213	0.0	0.009486877	0.056164017999999996	0.034730644	0.0	0.0	0.027123205	0.0	0.0	0.009395704	0.0	0.0	0.0	0.0
GSTM1	Glutathione S-transferase Mu 1	cellular detoxification of nitrogen compound; glutathione derivative biosynthetic process; glutathione metabolic process; nitrobenzene metabolic process; xenobiotic catabolic process	cytoplasm; cytosol; intercellular bridge	0.094774063	0.040913549	0.45104521700000005	5.8358216579999995	0.239521295	0.106942652	39.94871964	0.03470969	69.47210849	0.08297928	0.025340152999999997	0.028303816000000002	0.049194178	0.999171075	0.009651509	0.108416474	0.03294008	0.0	0.024300974	2.175094568	41.38102611	0.169566228	0.148314225	1.266254379	0.207443464	0.06626659900000001	13.79741451	0.11811572199999999	0.0	0.082668625	0.273538582	52.00949878	62.97723351	0.056759357999999996	1.4024554280000001	0.025433603	0.064626062	0.017878533999999998	0.047041837	0.05727030599999999	93.83550654	0.141632635	0.110749486	0.016969041	141.5298959	0.05312014	0.036949763999999996	0.054314794000000007	337.515538	69.59194711
GSTM5	Glutathione S-transferase Mu 5	glutathione derivative biosynthetic process; glutathione metabolic process	cytosol; intercellular bridge	0.093583351	0.059822372	0.005981884	0.019437212	0.062539237	0.006382361	0.147913402	0.002416729	0.37384136	0.054474435	0.010586141	0.07882830099999999	0.030827152000000003	0.023716774	0.012096088	0.0	0.0	0.123014087	0.0	0.036346832	0.146302335	0.005903187	0.006195998	0.335868159	0.017332379	0.0	0.077892281	0.109653785	0.033834644	0.008633943	0.228547786	0.584963997	1.6535813330000002	0.054198573	0.511414122	0.01062518	0.010799313	0.0	0.002456534	0.0	0.328368983	0.004930722	0.00355899	0.047260080999999995	0.48606186799999995	0.21081972699999998	0.058657521	0.093598851	1.395609474	0.23625631800000002
GSTM3	Glutathione S-transferase Mu 3	cellular detoxification of nitrogen compound; establishment of blood-nerve barrier; glutathione derivative biosynthetic process; glutathione metabolic process; nitrobenzene metabolic process; response to estrogen; xenobiotic catabolic process	cytoplasm; cytosol; extracellular exosome; intercellular bridge; nucleus; sperm fibrous sheath	2.387559076	2.235803426	7.012074795	4.44655887	1.820866094	3.793276777	1.14736012	1.61226386	8.218385801	3.5670558889999997	2.191053628	3.347898505	5.9229652779999995	8.736675388	4.1955904219999995	11.89131975	0.187266087	2.174929632	10.29395409	1.9324730719999998	2.873154763	5.967041527999999	1.27064387	21.73700717	8.940944298	0.26867501899999996	3.077248677	2.290367464	0.17132439100000002	5.049504034	0.9419637559999999	4.6023284360000005	7.374928942	1.475108299	7.410489407999999	1.16569786	3.3732681689999997	5.091475309	2.5561840730000003	1.7566430640000001	24.83047636	0.056175975999999996	6.5326951829999995	3.101993053	10.29234378	0.28560369399999996	1.6531340140000002	0.45599270299999994	0.9827473640000001	0.07582199099999999
GSTO1	Glutathione S-transferase omega-1 (GSTO-1)	cellular response to arsenic-containing substance; glutathione derivative biosynthetic process; interleukin-12-mediated signaling pathway; L-ascorbic acid metabolic process; methylation; negative regulation of ryanodine-sensitive calcium-release channel activity; oxidation-reduction process; positive regulation of ryanodine-sensitive calcium-release channel activity; positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum; xenobiotic catabolic process	cytoplasm; cytosol; extracellular exosome	53.06426327	245.2880571	119.3934763	163.085253	152.53941740000002	360.39556319999997	42.77085655	139.7148681	99.30856127	146.5816888	138.9594624	73.38366588	75.27087498	68.64795712	313.6169144	293.9717252	51.42844448	110.93068459999999	94.33970649999999	107.18728829999999	269.8749781	139.4540339	282.6957881	155.5885063	223.31303169999998	150.7441426	96.79154473	128.76980849999998	184.76653019999998	97.0621565	159.0130831	425.7999088	138.4707238	171.2230898	36.72369931	174.82949109999998	46.52293736	287.6978618	167.47027340000002	193.3406062	221.7383239	394.71337410000007	119.5551557	98.02436522	138.34369840000002	119.3259493	245.89309100000003	102.5812125	143.2312769	219.32528399999998
GGT6	Glutathione hydrolase 6 [Cleaved into: Glutathione hydrolase 6 heavy chain; Glutathione hydrolase 6 light chain]	glutathione biosynthetic process; leukotriene D4 biosynthetic process	extracellular exosome; integral component of membrane	0.027387472000000003	0.102959077	0.017068522	6.750461872000001	0.126896023	0.072844925	0.005986546999999999	0.022986065	0.019048347	14.62037386	11.40786251	0.179940995	0.019546943	10.90884123	0.015339823999999998	0.017231394	0.0	0.210602763	0.03862325	0.023046874	0.015043408000000001	0.0056146569999999995	0.023572625	0.351397147	0.005495075	0.017553696	0.074085145	0.5423300679999999	0.0	0.8622538959999999	0.050552807000000005	0.075365233	0.34371561799999995	0.0	0.43447023700000004	0.074109597	0.164343604	0.0	0.023364657999999996	2.412128917	0.12161106	0.107863639	0.6770075409999999	0.035960123	0.0	0.014071263	0.017618059	0.102512515	0.011273005	0.056968437000000004
GSTM4	Glutathione S-transferase Mu 4	glutathione derivative biosynthetic process; glutathione metabolic process; long-chain fatty acid biosynthetic process; nitrobenzene metabolic process; xenobiotic catabolic process	cytoplasm; cytosol; intercellular bridge	4.847862162	4.407772986	1.6238781709999999	5.810159956000001	0.6795502809999999	5.3313290460000005	9.891500987	3.018141003	7.888557649	3.894007882	3.5557896110000002	5.864163617999999	2.557520645	73.05966849	4.7778719480000005	5.506699092000001	1.5116962719999998	0.7225237659999999	2.392568888	7.102766442999999	6.814946275	8.461147758	1.8287089559999998	3.4121944269999998	10.44104745	3.526386374	9.049934671	4.85454176	0.548760067	5.96652473	3.450570725	10.65385324	4.003918774	3.1597290360000003	6.692917481	3.756123863	5.030776704	3.545162702	2.9190579619999997	2.7628322610000002	11.93048638	9.934396621	6.4318208629999996	3.81241927	9.547648695	2.810502932	3.88950815	2.836227	12.55346885	10.10323397
GSTA4	Glutathione S-transferase A4	glutathione derivative biosynthetic process; glutathione metabolic process; xenobiotic metabolic process	cytosol	7.512839989	27.95002981	7.2103507360000005	5.7344064370000005	11.98744428	7.851873515	29.55542156	20.31778089	14.72767373	5.366832769	32.22232827	4.598292172	9.062223596	2.622693564	1.092400001	9.904490438	17.29095206	7.980648713	9.308632505	26.39389421	5.126893768	15.64265999	3.8027358039999997	10.14430321	11.5559966	7.755456832999999	12.57052047	12.85350072	16.94759847	33.56034502	2.7110459330000003	3.814249208	2.679315318	12.31474901	2.923795798	10.54539138	6.896679357000001	12.15174787	10.98157609	8.882182526	35.25991067	38.188543	29.97013088	8.57750814	2.67124298	10.16376741	19.30610409	12.45983861	8.707795255	61.46084085
GLRX	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	cell redox homeostasis; nucleobase-containing small molecule interconversion; positive regulation of membrane potential; positive regulation of sodium ion transmembrane transporter activity; protein deglutathionylation	cytosol; extracellular exosome; nucleus	19.88703731	8.706698265	4.929994933	14.043791699999998	2.82748975	5.531307967	9.159333706	4.01254251	7.521852013999999	1.5053573619999998	2.9929726089999997	10.03633252	13.446872400000002	1.135086702	26.19667639	9.436564589	16.62093253	4.474321123	2.4012409519999998	2.328371668	15.47931211	7.210438225	10.95713039	2.187769734	9.258804008	11.67636211	6.61803675	5.339221055	5.769107377	6.082647672	4.4884709439999995	5.27551861	13.62381166	6.287694984	1.2982716890000001	8.998941124	2.120306802	3.063987364	11.68435949	7.667472718	5.979261685	9.555560112	0.8878390070000001	8.15670954	5.783759176	12.17233694	9.49000761	13.92847297	4.4159182910000006	5.549398968999999
GSTA3	Glutathione S-transferase A3	glutathione derivative biosynthetic process; glutathione metabolic process; xenobiotic metabolic process	cytosol; extracellular exosome	0.0	0.116979487	0.017545886	0.048867995	0.0	0.074882214	0.018461926	0.19848298600000003	0.0	0.0	0.062101915	0.023121686000000002	0.140655355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092784806	0.034630111	0.0	0.0	0.033892552	0.027066943	0.0	0.0	0.036088286000000004	0.050649655	0.0	0.027343415	0.0	0.039743417	0.0	0.041553957	0.0	0.0	0.0	0.020050593999999998	0.204565442	0.072313248	0.020878252	0.013862188999999999	0.034562484	0.021697202000000002	0.144886335	0.0	0.017382424	0.292808501
OPLAH	5-oxoprolinase	glutathione biosynthetic process; glutathione metabolic process	cytosol	20.8060956	7.579019429	15.0696979	4.6544719080000005	13.44916598	18.41107268	12.73686954	28.62281492	36.66522276	43.52550738	12.48329019	12.31354272	17.32941156	9.16606807	8.38091587	2.295266375	16.66787861	28.61229244	10.03973643	21.27004447	6.149087972	18.89852717	11.74887665	8.568815984	11.25687464	14.24758986	8.643828698	18.58662757	17.1805811	5.355066421	22.05123039	15.72016849	7.828833584	10.45070588	8.039392014	19.00355128	4.630787251	1.15942646	20.55099798	46.08108307	30.78763583	38.25327273	10.61339345	8.092963415	12.29142825	8.717688541000001	26.99646459	10.85918598	12.76767017	10.20117969
GLRX5	Glutaredoxin-related protein 5, mitochondrial (Monothiol glutaredoxin-5)	cell redox homeostasis; hemopoiesis; protein lipoylation; small molecule metabolic process	dendrite; mitochondrial matrix; mitochondrion; neuronal cell body; nucleus	18.51632317	8.736162006	18.39542751	33.53397961	17.16560859	32.16529963	21.55746218	17.25426596	27.57680375	10.97954833	25.86452002	27.98983766	18.85127835	10.86735433	25.92339136	38.12790567	9.57608061	20.94687189	22.37924125	20.07568198	25.98239546	20.59882993	18.38600092	21.8107027	16.2770617	23.97945592	24.02880938	28.67990893	34.48762171	15.72987794	27.44920934	28.81510554	20.51805959	30.62792556	12.66635614	27.26987589	18.58501059	37.538863799999994	13.93523052	41.69607286	29.77523711	25.80820414	37.82082517	20.30177234	26.33643022	16.46279957	14.17225162	15.32238463	47.95242581	21.88636334
GSTA5	Glutathione S-transferase A5	glutathione metabolic process; xenobiotic metabolic process	cytosol; extracellular exosome	0.0	0.033619508	0.0	0.032770491	0.0	0.112984695	0.055711897	0.128347507	0.0	0.0	0.03123379	0.02325783	0.080847744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09333113400000001	0.069668035	0.0	0.0	0.017046058	0.0	0.057454157	0.161763545	0.127052725	0.050947887000000004	0.015681788000000002	0.06876104	0.0	0.0	0.0	0.020899316	0.0	0.0	0.0	0.0	0.0	0.087286845	0.0	0.0	0.0	0.065474873	0.054652291	0.0	0.122393418	0.11781303800000001
GSTK1	Glutathione S-transferase kappa 1	epithelial cell differentiation; glutathione derivative biosynthetic process; glutathione metabolic process; protein targeting to peroxisome	cytosol; extracellular exosome; intracellular; membrane; mitochondrial matrix; mitochondrion; peroxisomal matrix; peroxisome	51.18956868	65.28357338	40.1461739	71.33161123	48.734501200000004	100.494902	57.95202083	55.9996345	111.1763575	98.82001219	48.03442877	58.41411349	67.50195255	45.40010964	94.16856373	41.70159165	25.31487194	36.22024199	19.46729513	55.60903522	54.51971439	134.2428719	32.57743692	34.18900134	89.65974714	67.69232358	67.86030782	84.70316458	74.68527601	81.07254171	56.900430500000006	59.85899026	51.50377165	79.77823562	43.33590196	56.87267944	29.73813774	18.83325128	83.32346491	87.46692099	68.97158782	86.67327677	43.78741781	43.12696434	148.14546830000003	47.49855158	67.88344993	135.32947040000002	125.4521365	68.16546807
GSTM2	Glutathione S-transferase Mu 2	cellular detoxification of nitrogen compound; cellular response to caffeine; glutathione derivative biosynthetic process; glutathione metabolic process; linoleic acid metabolic process; negative regulation of ryanodine-sensitive calcium-release channel activity; nitrobenzene metabolic process; positive regulation of ryanodine-sensitive calcium-release channel activity; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum; regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion; relaxation of cardiac muscle; xenobiotic catabolic process	cytoplasm; cytosol; extracellular exosome; intercellular bridge; sarcoplasmic reticulum	0.918804466	0.372045804	0.236742428	0.5018493629999999	0.07150255400000001	0.418881625	0.346667419	0.503734713	0.279614657	0.398516926	0.865857112	0.483561817	0.34115734600000003	5.081109152	0.117020847	0.161325997	0.687578995	0.470619295	0.08258848	0.628670305	0.35471154899999996	0.876104581	0.049043264	1.102170558	0.510656204	0.730415519	0.51592564	0.582245841	0.066952955	0.25912388	0.09290547800000001	1.139096482	0.577863799	0.127358992	0.291482433	0.10279088900000001	0.126439089	0.086215485	0.11504505300000001	0.500495018	1.728928802	0.190262533	3.765460093	0.171452587	0.678140874	0.304953268	0.43781985	0.170249113	1.403312305	0.44995163200000005
